SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Partner_encoded,Dependents_encoded,PhoneService_encoded,PaperlessBilling_encoded,Internet_DSL,Internet_Fiber optic,Internet_No,InternetService_risk,Contract_Month-to-month,Contract_One year,Contract_Two year,Contract_stability,Payment_Bank transfer (automatic),Payment_Credit card (automatic),Payment_Electronic check,Payment_Mailed check,PaymentMethod_risk,OnlineSecurity_binary,OnlineSecurity_available,OnlineBackup_binary,OnlineBackup_available,DeviceProtection_binary,DeviceProtection_available,TechSupport_binary,TechSupport_available,StreamingTV_binary,StreamingTV_available,StreamingMovies_binary,StreamingMovies_available,MultipleLines_binary,MultipleLines_available,Tenure_Long,Tenure_Loyal,Tenure_Medium,Tenure_New,tenure_years,is_new_customer,avg_monthly_charge,Charges_High,Charges_Low,Charges_Medium,high_monthly_charges,low_monthly_charges,total_services,services_available,service_adoption_rate,premium_services,has_premium,protection_services,has_protection,Contract_stability_normalized,PaymentMethod_risk_normalized,InternetService_risk_normalized,composite_risk_score,estimated_clv,revenue_per_tenure_month,spending_above_avg,senior_short_contract,family_size,has_family,full_service_customer
0,66,25.15,1683.6,0,0,1,1,False,False,True,0,False,False,True,3,False,True,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,True,False,False,5.5,0,25.509090909090908,False,True,False,0,1,1,1,1.0,0,0,0,0,1.0,0.0,0.0,0.3333333333333333,1659.8999999999999,25.509090909090908,0,0,0,0,0
0,51,76.4,3966.3,1,1,1,1,True,False,False,1,False,True,False,2,True,False,False,False,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,False,True,False,False,4.25,0,77.77058823529413,True,False,False,0,0,4,7,0.5714285714285714,2,1,2,1,0.5,0.0,0.5,0.3333333333333333,3896.4,77.77058823529413,0,0,2,1,1
0,30,19.55,608.5,1,1,1,0,False,False,True,0,False,True,False,2,True,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,False,False,False,2.5,0,20.283333333333335,False,True,False,0,1,0,1,0.0,0,0,0,0,0.5,0.0,0.0,0.16666666666666666,586.5,20.283333333333335,0,0,2,1,0
0,34,85.35,2896.6,0,0,1,0,False,True,False,2,True,False,False,1,False,False,True,False,3,0,1,0,1,0,1,0,1,1,1,0,1,1,1,True,False,False,False,2.8333333333333335,0,85.19411764705882,True,False,False,0,0,2,7,0.2857142857142857,1,1,0,0,0.0,1.0,1.0,0.6666666666666666,2901.8999999999996,85.19411764705882,1,0,0,0,1
0,64,24.8,1514.85,1,1,1,1,False,False,True,0,False,False,True,3,False,False,False,True,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,True,False,False,5.333333333333333,0,23.66953125,False,True,False,0,1,1,1,1.0,0,0,0,0,1.0,0.5,0.0,0.5,1587.2,23.66953125,1,0,2,1,0
1,65,103.15,6792.45,1,0,1,1,False,True,False,2,False,True,False,2,True,False,False,False,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,False,True,False,False,5.416666666666667,0,104.49923076923076,True,False,False,1,0,5,7,0.7142857142857143,2,1,2,1,0.5,0.0,1.0,0.5,6704.75,104.49923076923076,0,0,1,1,1
0,47,100.75,4669.2,0,0,1,0,False,True,False,2,True,False,False,1,False,False,False,True,2,1,1,1,1,0,1,1,1,1,1,0,1,1,1,True,False,False,False,3.9166666666666665,0,99.34468085106383,True,False,False,1,0,5,7,0.7142857142857143,1,1,3,1,0.0,0.5,1.0,0.5,4735.25,99.34468085106383,1,0,0,0,1
0,1,95.6,95.6,0,0,1,1,False,True,False,2,True,False,False,1,False,False,True,False,3,1,1,0,1,0,1,0,1,1,1,1,1,0,1,False,False,False,True,0.08333333333333333,1,95.6,True,False,False,1,0,3,7,0.42857142857142855,2,1,1,1,0.0,1.0,1.0,0.6666666666666666,95.6,95.6,0,0,0,0,1
0,49,59.75,2934.3,0,0,1,1,True,False,False,1,True,False,False,1,False,True,False,False,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,False,True,False,False,4.083333333333333,0,59.88367346938776,False,False,True,0,0,3,7,0.42857142857142855,0,0,2,1,0.0,0.0,0.5,0.16666666666666666,2927.75,59.88367346938776,0,0,0,0,1
0,67,94.1,6302.8,1,1,1,0,False,True,False,2,False,False,True,3,False,True,False,False,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,False,True,False,False,5.583333333333333,0,94.07164179104478,True,False,False,1,0,4,7,0.5714285714285714,1,1,2,1,1.0,0.0,1.0,0.6666666666666666,6304.7,94.07164179104478,1,0,2,1,1
0,39,19.35,779.2,0,1,1,0,False,False,True,0,False,True,False,2,True,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,False,False,False,3.25,0,19.97948717948718,False,True,False,0,1,0,1,0.0,0,0,0,0,0.5,0.0,0.0,0.16666666666666666,754.6500000000001,19.97948717948718,0,0,1,1,0
0,14,19.9,283.75,0,0,1,0,False,False,True,0,True,False,False,1,False,False,False,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,False,1.1666666666666667,0,20.267857142857142,False,True,False,0,1,0,1,0.0,0,0,0,0,0.0,0.5,0.0,0.16666666666666666,278.59999999999997,20.267857142857142,0,0,0,0,0
1,43,108.15,4600.7,0,0,1,1,False,True,False,2,True,False,False,1,False,True,False,False,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,True,False,False,False,3.5833333333333335,0,106.99302325581395,True,False,False,1,0,5,7,0.7142857142857143,2,1,3,1,0.0,0.0,1.0,0.3333333333333333,4650.45,106.99302325581395,1,1,0,0,1
1,56,101.05,5594.0,0,0,1,1,False,True,False,2,True,False,False,1,False,False,True,False,3,0,1,0,1,1,1,0,1,1,1,1,1,1,1,False,True,False,False,4.666666666666667,0,99.89285714285714,True,False,False,1,0,4,7,0.5714285714285714,2,1,1,1,0.0,1.0,1.0,0.6666666666666666,5658.8,99.89285714285714,1,1,0,0,1
0,14,59.1,772.85,0,0,1,0,True,False,False,1,False,True,False,2,False,True,False,False,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,False,False,True,False,1.1666666666666667,0,55.20357142857143,False,False,True,0,0,2,7,0.2857142857142857,1,1,1,1,0.5,0.0,0.5,0.3333333333333333,827.4,55.20357142857143,1,0,0,0,1
0,1,71.35,71.35,0,0,1,0,False,True,False,2,True,False,False,1,False,False,True,False,3,0,1,0,1,0,1,0,1,0,1,0,1,0,1,False,False,False,True,0.08333333333333333,1,71.35,True,False,False,0,0,0,7,0.0,0,0,0,0,0.0,1.0,1.0,0.6666666666666666,71.35,71.35,0,0,0,0,1
0,16,55.85,857.8,1,1,1,1,True,False,False,1,False,True,False,2,False,False,False,True,2,1,1,1,1,0,1,0,1,0,1,0,1,0,1,False,False,True,False,1.3333333333333333,0,53.6125,False,False,True,0,0,2,7,0.2857142857142857,0,0,2,1,0.5,0.5,0.5,0.5,893.6,53.6125,1,0,2,1,1
0,70,106.05,7554.05,1,1,1,1,False,True,False,2,True,False,False,1,False,False,True,False,3,1,1,1,1,0,1,0,1,1,1,1,1,1,1,False,True,False,False,5.833333333333333,0,107.915,True,False,False,1,0,5,7,0.7142857142857143,2,1,2,1,0.0,1.0,1.0,0.6666666666666666,7423.5,107.915,0,0,2,1,1
1,72,84.1,5981.65,1,0,1,1,True,False,False,1,False,False,True,3,False,True,False,False,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,False,True,False,False,6.0,0,83.07847222222222,True,False,False,0,0,6,7,0.8571428571428571,2,1,3,1,1.0,0.0,0.5,0.5,6055.2,83.07847222222222,1,0,1,1,1
0,23,75.3,1702.9,1,1,1,1,False,True,False,2,True,False,False,1,False,True,False,False,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,False,False,True,False,1.9166666666666667,0,74.0391304347826,True,False,False,0,0,1,7,0.14285714285714285,0,0,1,1,0.0,0.0,1.0,0.3333333333333333,1731.8999999999999,74.0391304347826,1,0,2,1,1
0,21,24.7,467.15,0,1,1,0,False,False,True,0,True,False,False,1,False,False,False,True,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,False,True,False,1.75,0,22.245238095238093,False,True,False,0,1,1,1,1.0,0,0,0,0,0.0,0.5,0.0,0.16666666666666666,518.6999999999999,22.245238095238093,1,0,1,1,0
0,1,20.15,20.15,0,0,1,1,False,False,True,0,True,False,False,1,False,False,False,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,False,True,0.08333333333333333,1,20.15,False,True,False,0,1,0,1,0.0,0,0,0,0,0.0,0.5,0.0,0.16666666666666666,20.15,20.15,0,0,0,0,0
0,1,69.75,69.75,0,1,1,0,False,True,False,2,True,False,False,1,True,False,False,False,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,False,False,False,True,0.08333333333333333,1,69.75,True,False,False,0,0,0,7,0.0,0,0,0,0,0.0,0.0,1.0,0.3333333333333333,69.75,69.75,0,0,1,1,1
1,32,93.2,2931.0,1,0,1,1,False,True,False,2,True,False,False,1,False,False,True,False,3,0,1,0,1,0,1,0,1,1,1,1,1,1,1,True,False,False,False,2.6666666666666665,0,91.59375,True,False,False,1,0,3,7,0.42857142857142855,2,1,0,0,0.0,1.0,1.0,0.6666666666666666,2982.4,91.59375,1,1,1,1,1
0,17,80.85,1400.85,1,1,1,0,False,True,False,2,True,False,False,1,False,False,True,False,3,0,1,0,1,0,1,0,1,1,1,0,1,0,1,False,False,True,False,1.4166666666666667,0,82.40294117647058,True,False,False,0,0,1,7,0.14285714285714285,1,1,0,0,0.0,1.0,1.0,0.6666666666666666,1374.4499999999998,82.40294117647058,0,0,2,1,1
0,4,33.65,137.85,0,0,0,1,True,False,False,1,True,False,False,1,False,False,True,False,3,1,1,1,1,0,1,0,1,0,1,0,1,0,0,False,False,False,True,0.3333333333333333,1,34.4625,False,True,False,0,1,2,6,0.3333333333333333,0,0,2,1,0.0,1.0,0.5,0.5,134.6,34.4625,0,0,0,0,0
0,36,55.8,1941.5,0,0,1,0,True,False,False,1,False,True,False,2,False,False,True,False,3,0,1,0,1,1,1,0,1,0,1,0,1,1,1,True,False,False,False,3.0,0,53.93055555555556,False,False,True,0,0,2,7,0.2857142857142857,0,0,1,1,0.5,1.0,0.5,0.6666666666666666,2008.8,53.93055555555556,1,0,0,0,1
0,50,39.7,1932.75,0,0,0,0,True,False,False,1,False,False,True,3,False,True,False,False,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,False,True,False,False,4.166666666666667,0,38.655,False,False,True,0,0,3,6,0.5,0,0,3,1,1.0,0.0,0.5,0.5,1985.0000000000002,38.655,1,0,0,0,0
0,48,29.5,1423.05,1,1,0,1,True,False,False,1,True,False,False,1,False,True,False,False,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0,True,False,False,False,4.0,0,29.646874999999998,False,True,False,0,1,1,6,0.16666666666666666,0,0,1,1,0.0,0.0,0.5,0.16666666666666666,1416.0,29.646874999999998,0,0,2,1,0
0,50,20.15,970.85,0,1,1,0,False,False,True,0,False,False,True,3,False,True,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,True,False,False,4.166666666666667,0,19.417,False,True,False,0,1,0,1,0.0,0,0,0,0,1.0,0.0,0.0,0.3333333333333333,1007.4999999999999,19.417,1,0,1,1,0
0,72,79.55,5810.9,1,0,1,0,True,False,False,1,False,False,True,3,False,True,False,False,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,False,True,False,False,6.0,0,80.70694444444445,True,False,False,0,0,6,7,0.8571428571428571,1,1,4,1,1.0,0.0,0.5,0.5,5727.599999999999,80.70694444444445,0,0,1,1,1
0,10,24.8,223.9,0,1,1,0,False,False,True,0,True,False,False,1,False,True,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,False,False,True,0.8333333333333334,0,22.39,False,True,False,0,1,1,1,1.0,0,0,0,0,0.0,0.0,0.0,0.0,248.0,22.39,1,0,1,1,0
0,18,19.65,391.7,0,0,1,0,False,False,True,0,True,False,False,1,False,False,False,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,False,1.5,0,21.76111111111111,False,True,False,0,1,0,1,0.0,0,0,0,0,0.0,0.5,0.0,0.16666666666666666,353.7,21.76111111111111,0,0,0,0,0
0,1,79.95,79.95,0,0,1,1,False,True,False,2,True,False,False,1,False,False,True,False,3,0,1,0,1,0,1,0,1,1,1,0,1,0,1,False,False,False,True,0.08333333333333333,1,79.95,True,False,False,0,0,1,7,0.14285714285714285,1,1,0,0,0.0,1.0,1.0,0.6666666666666666,79.95,79.95,0,0,0,0,1
0,1,19.3,19.3,0,0,1,0,False,False,True,0,True,False,False,1,False,False,True,False,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,False,True,0.08333333333333333,1,19.3,False,True,False,0,1,0,1,0.0,0,0,0,0,0.0,1.0,0.0,0.3333333333333333,19.3,19.3,0,0,0,0,0
0,9,94.05,811.65,0,0,1,1,False,True,False,2,True,False,False,1,False,False,True,False,3,0,1,0,1,1,1,0,1,1,1,1,1,0,1,False,False,False,True,0.75,0,90.18333333333334,True,False,False,1,0,3,7,0.42857142857142855,2,1,1,1,0.0,1.0,1.0,0.6666666666666666,846.4499999999999,90.18333333333334,1,0,0,0,1
0,2,90.75,174.75,0,0,1,0,False,True,False,2,True,False,False,1,False,False,False,True,2,1,1,0,1,0,1,0,1,0,1,1,1,1,1,False,False,False,True,0.16666666666666666,1,87.375,True,False,False,1,0,3,7,0.42857142857142855,1,1,1,1,0.0,0.5,1.0,0.5,181.5,87.375,1,0,0,0,1
0,40,78.85,3126.85,1,0,1,1,False,True,False,2,True,False,False,1,False,True,False,False,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,True,False,False,False,3.3333333333333335,0,78.17125,True,False,False,0,0,2,7,0.2857142857142857,0,0,1,1,0.0,0.0,1.0,0.3333333333333333,3154.0,78.17125,1,0,1,1,1
0,69,99.5,6841.45,1,0,1,0,False,True,False,2,False,True,False,2,True,False,False,False,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,False,True,False,False,5.75,0,99.15144927536231,True,False,False,1,0,4,7,0.5714285714285714,2,1,1,1,0.5,0.0,1.0,0.5,6865.5,99.15144927536231,1,0,1,1,1
0,37,99.2,3754.6,1,0,1,1,False,True,False,2,False,True,False,2,False,False,True,False,3,1,1,0,1,1,1,1,1,0,1,1,1,1,1,True,False,False,False,3.0833333333333335,0,101.47567567567567,True,False,False,1,0,5,7,0.7142857142857143,1,1,3,1,0.5,1.0,1.0,0.8333333333333334,3670.4,101.47567567567567,0,0,1,1,1
0,18,80.55,1406.65,0,1,1,1,False,True,False,2,True,False,False,1,False,True,False,False,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,False,False,True,False,1.5,0,78.14722222222223,True,False,False,0,0,2,7,0.2857142857142857,0,0,1,1,0.0,0.0,1.0,0.3333333333333333,1449.8999999999999,78.14722222222223,1,0,1,1,1
1,11,70.2,834.7,1,0,1,1,False,True,False,2,True,False,False,1,False,False,True,False,3,0,1,0,1,0,1,0,1,0,1,0,1,0,1,False,False,False,True,0.9166666666666666,0,75.88181818181819,True,False,False,0,0,0,7,0.0,0,0,0,0,0.0,1.0,1.0,0.6666666666666666,772.2,75.88181818181819,0,1,1,1,1
0,8,85.2,627.4,1,0,1,1,False,True,False,2,True,False,False,1,False,True,False,False,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,False,False,False,True,0.6666666666666666,0,78.425,True,False,False,0,0,2,7,0.2857142857142857,1,1,0,0,0.0,0.0,1.0,0.3333333333333333,681.6,78.425,1,0,1,1,1
0,3,75.25,242.0,0,0,1,0,False,True,False,2,True,False,False,1,False,False,True,False,3,0,1,0,1,0,1,0,1,0,1,0,1,1,1,False,False,False,True,0.25,1,80.66666666666667,True,False,False,0,0,1,7,0.14285714285714285,0,0,0,0,0.0,1.0,1.0,0.6666666666666666,225.75,80.66666666666667,0,0,0,0,1
0,55,59.45,3157.0,1,1,1,0,True,False,False,1,False,True,False,2,False,True,False,False,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,False,True,False,False,4.583333333333333,0,57.4,False,False,True,0,0,2,7,0.2857142857142857,1,1,1,1,0.5,0.0,0.5,0.3333333333333333,3269.75,57.4,1,0,2,1,1
0,33,93.35,3092.0,1,0,1,1,False,True,False,2,True,False,False,1,False,False,True,False,3,0,1,1,1,1,1,0,1,0,1,1,1,1,1,True,False,False,False,2.75,0,93.6969696969697,True,False,False,1,0,4,7,0.5714285714285714,1,1,2,1,0.0,1.0,1.0,0.6666666666666666,3080.5499999999997,93.6969696969697,0,0,1,1,1
0,46,44.95,2168.9,0,0,1,0,True,False,False,1,True,False,False,1,True,False,False,False,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,True,False,False,False,3.8333333333333335,0,47.15,False,False,True,0,0,0,7,0.0,0,0,0,0,0.0,0.0,0.5,0.16666666666666666,2067.7000000000003,47.15,0,0,0,0,1
0,34,26.1,980.35,0,0,1,0,False,False,True,0,False,False,True,3,True,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,True,False,False,False,2.8333333333333335,0,28.833823529411767,False,True,False,0,1,1,1,1.0,0,0,0,0,1.0,0.0,0.0,0.3333333333333333,887.4000000000001,28.833823529411767,0,0,0,0,0
0,3,20.2,65.95,0,0,1,0,False,False,True,0,True,False,False,1,False,False,True,False,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,False,True,0.25,1,21.983333333333334,False,True,False,0,1,0,1,0.0,0,0,0,0,0.0,1.0,0.0,0.3333333333333333,60.599999999999994,21.983333333333334,0,0,0,0,0
0,30,21.25,711.9,1,1,1,0,False,False,True,0,False,False,True,3,False,False,False,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,False,False,False,2.5,0,23.73,False,True,False,0,1,0,1,0.0,0,0,0,0,1.0,0.5,0.0,0.5,637.5,23.73,0,0,2,1,0
0,33,59.4,1952.8,0,0,1,0,True,False,False,1,False,True,False,2,False,False,True,False,3,1,1,0,1,0,1,1,1,0,1,0,1,1,1,True,False,False,False,2.75,0,59.17575757575757,False,False,True,0,0,3,7,0.42857142857142855,0,0,2,1,0.5,1.0,0.5,0.6666666666666666,1960.2,59.17575757575757,1,0,0,0,1
0,45,95.0,4368.85,1,1,1,1,False,True,False,2,False,True,False,2,False,True,False,False,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,True,False,False,False,3.75,0,97.08555555555556,True,False,False,1,0,4,7,0.5714285714285714,1,1,2,1,0.5,0.0,1.0,0.5,4275.0,97.08555555555556,0,0,2,1,1
0,40,61.9,2647.1,0,0,1,1,True,False,False,1,True,False,False,1,False,False,False,True,2,1,1,1,1,0,1,1,1,0,1,0,1,0,1,True,False,False,False,3.3333333333333335,0,66.1775,False,False,True,0,0,3,7,0.42857142857142855,0,0,3,1,0.0,0.5,0.5,0.3333333333333333,2476.0,66.1775,0,0,0,0,1
0,71,118.65,8477.6,0,0,1,1,False,True,False,2,False,False,True,3,False,False,True,False,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,False,True,False,False,5.916666666666667,0,119.40281690140846,True,False,False,1,0,7,7,1.0,2,1,4,1,1.0,1.0,1.0,1.0,8424.15,119.40281690140846,0,0,0,0,1
0,1,54.35,54.35,0,0,1,0,True,False,False,1,True,False,False,1,False,False,True,False,3,0,1,0,1,1,1,0,1,0,1,0,1,1,1,False,False,False,True,0.08333333333333333,1,54.35,False,False,True,0,0,2,7,0.2857142857142857,0,0,1,1,0.0,1.0,0.5,0.5,54.35,54.35,0,0,0,0,1
0,72,64.45,4528.0,1,1,0,0,True,False,False,1,False,False,True,3,True,False,False,False,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,False,True,False,False,6.0,0,62.888888888888886,False,False,True,0,0,6,6,1.0,2,1,4,1,1.0,0.0,0.5,0.5,4640.400000000001,62.888888888888886,1,0,2,1,0
0,22,80.15,1790.65,1,1,1,1,False,True,False,2,True,False,False,1,False,False,True,False,3,0,1,0,1,0,1,0,1,0,1,1,1,0,1,False,False,True,False,1.8333333333333333,0,81.39318181818182,True,False,False,0,0,1,7,0.14285714285714285,1,1,0,0,0.0,1.0,1.0,0.6666666666666666,1763.3000000000002,81.39318181818182,0,0,2,1,1
0,46,20.2,845.6,1,1,1,1,False,False,True,0,False,True,False,2,True,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,False,False,False,3.8333333333333335,0,18.382608695652173,False,True,False,0,1,0,1,0.0,0,0,0,0,0.5,0.0,0.0,0.16666666666666666,929.1999999999999,18.382608695652173,1,0,2,1,0
0,55,21.0,1210.3,1,1,1,0,False,False,True,0,False,False,True,3,False,False,False,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,True,False,False,4.583333333333333,0,22.005454545454544,False,True,False,0,1,0,1,0.0,0,0,0,0,1.0,0.5,0.0,0.5,1155.0,22.005454545454544,0,0,2,1,0
0,1,20.45,20.45,0,0,1,0,False,False,True,0,True,False,False,1,False,False,False,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,False,True,0.08333333333333333,1,20.45,False,True,False,0,1,0,1,0.0,0,0,0,0,0.0,0.5,0.0,0.16666666666666666,20.45,20.45,0,0,0,0,0
0,12,75.85,854.45,0,0,1,1,True,False,False,1,False,True,False,2,False,False,False,True,2,0,1,0,1,0,1,1,1,1,1,1,1,1,1,False,False,False,True,1.0,0,71.20416666666667,True,False,False,0,0,4,7,0.5714285714285714,2,1,1,1,0.5,0.5,0.5,0.5,910.1999999999999,71.20416666666667,1,0,0,0,1
0,31,80.45,2429.1,0,0,1,1,False,True,False,2,True,False,False,1,False,False,True,False,3,0,1,1,1,0,1,0,1,0,1,0,1,1,1,True,False,False,False,2.5833333333333335,0,78.35806451612903,True,False,False,0,0,2,7,0.2857142857142857,0,0,1,1,0.0,1.0,1.0,0.6666666666666666,2493.9500000000003,78.35806451612903,1,0,0,0,1
0,5,24.95,100.4,1,0,0,1,True,False,False,1,True,False,False,1,False,False,True,False,3,0,1,0,1,0,1,0,1,0,1,0,1,0,0,False,False,False,True,0.4166666666666667,1,20.080000000000002,False,True,False,0,1,0,6,0.0,0,0,0,0,0.0,1.0,0.5,0.5,124.75,20.080000000000002,1,0,1,1,0
0,67,75.5,5229.45,1,1,1,1,True,False,False,1,False,False,True,3,False,False,True,False,3,1,1,0,1,0,1,0,1,1,1,1,1,1,1,False,True,False,False,5.583333333333333,0,78.05149253731344,True,False,False,0,0,4,7,0.5714285714285714,2,1,1,1,1.0,1.0,0.5,0.8333333333333334,5058.5,78.05149253731344,0,0,2,1,1
0,1,44.45,44.45,0,0,1,0,True,False,False,1,True,False,False,1,False,False,False,True,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,False,False,False,True,0.08333333333333333,1,44.45,False,False,True,0,0,0,7,0.0,0,0,0,0,0.0,0.5,0.5,0.3333333333333333,44.45,44.45,0,0,0,0,1
0,40,42.35,1716.45,1,0,0,1,True,False,False,1,False,True,False,2,False,False,True,False,3,1,1,1,1,1,1,0,1,0,1,0,1,0,0,True,False,False,False,3.3333333333333335,0,42.91125,False,False,True,0,0,3,6,0.5,0,0,3,1,0.5,1.0,0.5,0.6666666666666666,1694.0,42.91125,0,0,1,1,0
0,41,74.55,3023.55,1,1,1,1,True,False,False,1,True,False,False,1,False,True,False,False,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,True,False,False,False,3.4166666666666665,0,73.74512195121952,True,False,False,0,0,5,7,0.7142857142857143,1,1,3,1,0.0,0.0,0.5,0.16666666666666666,3056.5499999999997,73.74512195121952,1,0,2,1,1
0,1,75.3,75.3,0,0,1,1,False,True,False,2,True,False,False,1,False,False,True,False,3,0,1,0,1,0,1,0,1,0,1,0,1,1,1,False,False,False,True,0.08333333333333333,1,75.3,True,False,False,0,0,1,7,0.14285714285714285,0,0,0,0,0.0,1.0,1.0,0.6666666666666666,75.3,75.3,0,0,0,0,1
0,51,94.8,4837.6,0,0,1,1,False,True,False,2,False,True,False,2,False,False,True,False,3,1,1,1,1,0,1,0,1,1,1,0,1,1,1,False,True,False,False,4.25,0,94.85490196078432,True,False,False,1,0,4,7,0.5714285714285714,1,1,2,1,0.5,1.0,1.0,0.8333333333333334,4834.8,94.85490196078432,0,0,0,0,1
0,42,48.15,2032.3,1,1,0,0,True,False,False,1,False,False,True,3,False,True,False,False,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,True,False,False,False,3.5,0,48.38809523809524,False,False,True,0,0,4,6,0.6666666666666666,1,1,3,1,1.0,0.0,0.5,0.5,2022.3,48.38809523809524,0,0,2,1,0
0,23,19.65,436.9,1,1,1,0,False,False,True,0,False,True,False,2,False,False,False,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,False,1.9166666666666667,0,18.995652173913044,False,True,False,0,1,0,1,0.0,0,0,0,0,0.5,0.5,0.0,0.3333333333333333,451.95,18.995652173913044,1,0,2,1,0
1,1,70.55,70.55,0,0,1,1,False,True,False,2,True,False,False,1,False,False,True,False,3,0,1,0,1,0,1,0,1,0,1,0,1,0,1,False,False,False,True,0.08333333333333333,1,70.55,True,False,False,0,0,0,7,0.0,0,0,0,0,0.0,1.0,1.0,0.6666666666666666,70.55,70.55,0,1,0,0,1
0,1,20.15,20.15,0,0,1,0,False,False,True,0,True,False,False,1,False,False,False,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,False,True,0.08333333333333333,1,20.15,False,True,False,0,1,0,1,0.0,0,0,0,0,0.0,0.5,0.0,0.16666666666666666,20.15,20.15,0,0,0,0,0
0,56,106.6,5893.95,0,0,1,1,False,True,False,2,True,False,False,1,False,True,False,False,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,False,True,False,False,4.666666666666667,0,105.24910714285714,True,False,False,1,0,5,7,0.7142857142857143,2,1,2,1,0.0,0.0,1.0,0.3333333333333333,5969.599999999999,105.24910714285714,1,0,0,0,1
0,15,91.0,1430.05,0,1,1,1,False,True,False,2,True,False,False,1,False,False,True,False,3,0,1,1,1,0,1,0,1,1,1,0,1,1,1,False,False,True,False,1.25,0,95.33666666666666,True,False,False,1,0,3,7,0.42857142857142855,1,1,1,1,0.0,1.0,1.0,0.6666666666666666,1365.0,95.33666666666666,0,0,1,1,1
0,12,25.4,313.0,1,1,1,1,False,False,True,0,False,False,True,3,True,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,False,False,True,1.0,0,26.083333333333332,False,True,False,0,1,1,1,1.0,0,0,0,0,1.0,0.0,0.0,0.3333333333333333,304.79999999999995,26.083333333333332,0,0,2,1,0
0,54,69.95,3871.85,1,1,1,0,True,False,False,1,False,False,True,3,True,False,False,False,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,False,True,False,False,4.5,0,71.70092592592593,True,False,False,0,0,4,7,0.5714285714285714,1,1,3,1,1.0,0.0,0.5,0.5,3777.3,71.70092592592593,0,0,2,1,1
0,7,66.85,458.1,0,0,1,1,True,False,False,1,True,False,False,1,False,False,True,False,3,0,1,0,1,0,1,0,1,1,1,1,1,0,1,False,False,False,True,0.5833333333333334,0,65.44285714285715,True,False,False,0,0,2,7,0.2857142857142857,2,1,0,0,0.0,1.0,0.5,0.5,467.94999999999993,65.44285714285715,1,0,0,0,1
0,33,86.15,2745.7,1,1,1,0,False,True,False,2,True,False,False,1,False,True,False,False,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,True,False,False,False,2.75,0,83.2030303030303,True,False,False,0,0,2,7,0.2857142857142857,1,1,0,0,0.0,0.0,1.0,0.3333333333333333,2842.9500000000003,83.2030303030303,1,0,2,1,1
